npart,L,ncells,runtime,damp,damp_std,noise_level,omega,omega_std
20000,3.141592653589793,40,27.5544,-0.8871489301802095,0.28950474927616393,0.010853158817836953,,
20000,4.71238898038469,40,21.3398,-0.5564969829843653,0.10670676341181383,0.012099636981232212,,
20000,6.283185307179586,40,15.1606,-0.5607793729800765,0.0690832621943567,0.008802854103002557,,
20000,7.853981633974483,40,12.6199,-0.3885604395086646,0.047658054370460216,0.009794847469973781,1.537438814257752,0.10118826649168815
20000,9.42477796076938,40,8.6226,-0.29374613829622864,0.03961738877120383,0.007039878802729125,1.4861029780213515,0.24763606338559727
20000,10.995574287564276,40,7.3718,-0.18827922995139454,0.020222505173801086,,1.4660881625759261,0.11682114659227819
20000,12.566370614359172,40,5.7344,-0.19514018959958346,0.01532815126727018,0.004302427917600875,1.3894175217124431,0.13908315974138122
20000,14.137166941154069,40,5.9709,-0.1331969763434244,0.011110489962436918,,1.3239419201216636,0.11661707407043012
20000,15.707963267948966,40,5.378,-0.10067650394133563,0.009248849687028304,0.0284434396857495,1.2863245298035815,0.15112844392770938
20000,17.27875959474386,40,4.7669,-0.09020478184087839,0.005072265549353431,0.03227439322240891,1.2454329842111023,0.12036684912053838
20000,18.84955592153876,40,4.8674,-0.06858285104454541,0.0052765806686206375,0.046940417373282,1.214417840267486,0.11929600100775643
20000,20.420352248333657,40,4.6782,-0.054166511146428016,0.005006948591592106,0.0619889436402367,1.1827297241598775,0.1012952965744183
20000,21.991148575128552,40,4.6287,-0.03605348616206009,0.004515464443536819,0.06460600250447411,1.1597652598130397,0.09839323992211621
20000,23.561944901923447,40,4.5468,-0.0321701105152235,0.0053443120254089965,0.08799099800553876,1.126406620044214,0.01655290748466459
20000,25.132741228718345,40,4.5031,-0.081523573823709,0.0,0.08625811402238835,,
20000,26.703537555513243,40,4.3964,-0.017391913492128274,0.0038135402262078812,,1.1017763402658622,-0.07136323794357922
20000,28.274333882308138,40,4.6159,-0.07764872864122514,0.0,0.09731384673345762,,
20000,29.845130209103033,40,3.9225,-0.06444746726358025,0.0,0.10668517602015708,,
20000,31.41592653589793,40,4.0652,-0.05988249375268515,0.0,0.11097858225785623,,
20000,32.98672286269283,40,3.7999,-0.06194571438403963,0.0,0.10928959883535146,,
20000,34.55751918948772,40,4.0417,-0.05283938200751285,0.0,0.1102990424351859,,
20000,36.12831551628262,40,3.876,-0.05043467330008113,0.0,0.11316845125278774,,
20000,37.69911184307752,40,3.7878,-0.05301303831184212,0.0,0.11365722732943713,,
20000,39.269908169872416,40,3.6604,-0.0514402779671988,0.0,0.1133408797719701,,
20000,40.840704496667314,40,3.4618,-0.04939250192640947,0.0,0.11675537215372093,,
20000,42.411500823462205,40,3.3668,-0.04658428275366454,0.0,0.11275102647040086,,
20000,43.982297150257104,40,3.4701,-0.04031200358409208,0.0,0.11277622608855647,,
20000,45.553093477052,40,3.3708,-0.03907885943242555,0.0,0.11597732335381324,,
20000,47.12388980384689,40,3.0899,-0.0342230151019141,0.0,0.12401000944848754,,
20000,48.69468613064179,40,2.2133,-0.03434194098818535,0.0,0.1165223179027852,,
20000,50.26548245743669,40,2.2323,-0.027952025547511274,0.0,0.11665825802731156,,
20000,51.83627878423159,40,2.2361,-0.031949261536562176,0.0,0.12289315628437605,,
20000,53.40707511102649,40,1.9498,-0.02424831299137972,0.0,0.11465198048038128,,
20000,54.97787143782138,40,2.3136,-0.03148716006183004,0.0,0.12165240091801702,,
20000,56.548667764616276,40,1.9735,-0.021699071096362387,0.0,0.12732727472919184,,
20000,58.119464091411174,40,2.1936,-0.0250660661133631,0.0,0.12850567997994253,,
20000,59.690260418206066,40,2.1173,-0.024410862552569624,0.0,0.11199006319827744,,
20000,61.261056745000964,40,1.6249,-0.02362777168223579,0.0,0.1274036518002289,,
20000,62.83185307179586,40,1.4032,-0.02089280008147622,0.0,0.12302105811852418,,
