npart,L,ncells,runtime,damp,damp_std,noise_level,omega,omega_std
1000,3.141592653589793,20,0.8455,-0.35666729317348517,0.1315510029156257,0.050999644208115855,-22.691487873743228,-2.279787725083098
1000,4.71238898038469,20,0.4594,-0.9862762486342651,0.0,0.05195889175270701,,
1000,6.283185307179586,20,0.3738,-1.0846690587466972,0.0,0.04354570854889696,,
1000,7.853981633974483,20,0.3305,-0.4676985881723568,0.00354722049548774,0.02878238191875645,1.1621086145693702,0.6207466505914598
1000,9.42477796076938,20,0.2578,-0.5082240497025063,0.04123908786976691,0.02755581257456061,2.955583814384658,-0.1997538084277708
1000,10.995574287564276,20,0.2182,-0.2410032532258442,0.021181184438654178,0.027667650433833554,1.524744876172756,0.08408566169562418
1000,12.566370614359172,20,0.2161,-0.3044859772302679,0.045305204834119206,0.027685369964044873,1.4568647835907496,0.100986055156035
1000,14.137166941154069,20,0.1669,-0.21830405545244516,0.038496912742441235,0.02366279274531755,1.1854562056336952,0.11005264208126574
1000,15.707963267948966,20,0.1809,-0.12832764277906866,0.013518759255563543,0.03688095409878188,1.395753405018209,0.07750702222143162
1000,17.27875959474386,20,0.1865,-0.1388525049155772,0.010208854947074412,0.052855370214029924,1.104487723343049,0.3161610287838035
1000,18.84955592153876,20,0.1757,-0.08232164435245662,0.01385856414957469,0.028088132256851667,1.1180375792631014,0.12409017589815027
1000,20.420352248333657,20,0.1809,-0.15777391038281868,0.0,0.0980440647912964,,
1000,21.991148575128552,20,0.1706,-0.08617219233397336,0.03246296095139333,0.07019925419976995,1.0060016544839159,0.242894107917744
1000,23.561944901923447,20,0.1932,-0.0404428703140051,0.004089766945271717,,1.1312502040585524,0.08199524089277782
1000,25.132741228718345,20,0.1889,-0.027261112114242654,0.0033169984619660113,,1.1213631536570559,-0.0825768006895441
1000,26.703537555513243,20,0.1246,-0.06006052564576038,0.0,0.11081132105071277,,
1000,28.274333882308138,20,0.1398,-0.02346606635004238,0.013081299207547387,0.09884607527694908,1.0777550847109785,0.0957184589624111
1000,29.845130209103033,20,0.1353,-0.08310682950294675,0.0,0.10809234606576837,,
1000,31.41592653589793,20,0.1114,-0.05322547613387369,0.0,0.08622509554564266,,
1000,32.98672286269283,20,0.0984,-0.028942672866797168,0.0,0.13266728189152718,,
1000,34.55751918948772,20,0.1214,-0.062118719764355346,0.0,0.096887009404378,,
1000,36.12831551628262,20,0.1131,-0.058987061076636406,0.0,0.12971267434604183,,
1000,37.69911184307752,20,0.1036,-0.0456141340385818,0.0,0.10202968568843607,,
1000,39.269908169872416,20,0.083,-0.04357455047737376,0.0,0.08669102859990671,,
1000,40.840704496667314,20,0.0716,-0.033838859473421606,0.0,0.08798472887843724,,
1000,42.411500823462205,20,0.0912,-0.02203305701588845,0.0,0.13397530014269124,,
1000,43.982297150257104,20,0.0782,-0.02915114721845324,0.0,0.10517785750735274,,
1000,45.553093477052,20,0.1211,-0.03608598946135219,0.0,0.14044338474866003,,
1000,47.12388980384689,20,0.076,-0.03925169042428246,0.0,0.12110545164986097,,
1000,48.69468613064179,20,0.1209,-0.036640762813578275,0.0,0.12491125783897715,,
1000,50.26548245743669,20,0.1216,-0.047637387564435724,0.0,0.0709719989140595,,
1000,51.83627878423159,20,0.1096,-0.01586441437896418,0.0,0.13282572770521445,,
1000,53.40707511102649,20,0.1001,-0.01609871624754944,0.0,0.10998805229164271,,
1000,54.97787143782138,20,0.1116,-0.05717739943699261,0.0,0.1460512434971857,,
1000,56.548667764616276,20,0.0906,-0.028113336223651877,0.0,0.14917853006411774,,
1000,58.119464091411174,20,0.0935,-0.019494536002603452,0.0,0.12565878508700326,,
1000,59.690260418206066,20,0.0902,-0.031365258366089895,0.0,0.09662317031798653,,
1000,61.261056745000964,20,0.0733,-0.021821489941197075,0.0,0.1639519315980851,,
1000,62.83185307179586,20,0.0763,-0.02509259271782959,0.0,0.1262364983622724,,
